article_id_enc,product_type_name_enc,product_group_name_enc,garment_group_name_enc,colour_group_name_enc,avg_price_norm,purchase_count_norm
9585,16,3,3,29,1.257803395162202,-0.9180289847217878
2428,77,4,16,5,0.5161458607477367,-0.9180289847217878
5553,77,4,16,2,-0.11853547230321652,-0.9180289847217878
9075,60,4,12,1,1.2534557475466697,-0.4829853941987152
6137,16,3,6,1,-0.1816515815453266,-0.4829853941987152
6499,68,5,6,1,-0.17436287818987162,-0.4829853941987152
8072,60,4,12,1,0.18135374489919504,-0.4829853941987152
7567,26,0,0,35,-1.0183180035580603,-0.1929563338500001
8205,13,5,7,17,0.20925308788657557,-0.1929563338500001
3315,73,5,6,47,-1.029826482540354,-0.1929563338500001
6131,68,5,7,19,-0.3839706420540444,-0.1929563338500001
783,80,9,13,1,-0.9991372052542388,-0.1929563338500001
4723,77,4,6,16,0.004018546035677422,-0.1929563338500001
853,77,4,16,1,0.5161458607477367,-0.9180289847217878
10056,77,4,17,1,0.13462849966217597,-0.9180289847217878
4081,77,4,16,1,0.527946618561325,-0.7730144545474303
9888,5,5,1,48,0.9602503923551144,-0.7730144545474303
10764,34,5,8,5,1.6957649564328166,-0.9180289847217878
3274,9,11,6,12,-0.3368765510913518,-0.6279999243730727
9265,86,5,6,9,-0.592078041250896,-0.6279999243730727
9267,86,5,6,5,-0.5707660431355374,-0.6279999243730727
11640,60,4,12,1,-0.22355598442791355,-0.6279999243730727
7489,68,5,6,2,-0.5695640464418305,-0.6279999243730727
10396,73,5,6,48,-1.084080740599739,-0.6279999243730727
5588,73,5,5,1,-0.9479724257787921,-0.6279999243730727
71,25,0,0,18,-1.1334027933809934,-0.6279999243730727
5587,73,5,5,1,-0.9439924101307515,-0.6279999243730727
5512,34,5,8,5,-0.020916491759290886,-0.9180289847217878
10659,76,5,6,1,-0.5898189694506649,-0.9180289847217878
5035,73,5,6,47,-0.9537170748707907,-0.9180289847217878
9334,9,11,18,1,0.18080648855598314,-0.7730144545474303
4516,81,11,18,1,0.5928690539630268,-0.7730144545474303
5690,13,5,7,24,0.20925308788657557,-0.4829853941987152
5578,73,5,5,1,-0.9435780325070153,-0.4829853941987152
2246,77,4,16,20,0.1367045390080008,-0.4829853941987152
9831,68,5,7,7,0.1845737940689903,-0.4829853941987152
3133,77,4,16,47,-0.33007608623817813,-0.9180289847217878
260,15,3,6,1,-0.6895043183496758,-0.9180289847217878
7068,33,5,6,5,-0.2606764705570748,-0.7730144545474303
2365,77,4,6,17,-0.7881484239121893,-0.7730144545474303
6760,57,0,0,1,-0.5664951187132184,-0.6279999243730727
2632,0,0,0,11,0.1240903434176032,-0.6279999243730727
7201,57,0,0,47,-0.2564566949302362,-0.6279999243730727
2026,9,11,18,1,-0.7114252306968992,-0.6279999243730727
4847,9,11,18,1,-0.7114252306968992,-0.6279999243730727
5172,9,11,18,47,-0.7114252306969036,-0.6279999243730727
10401,6,5,6,11,-0.3278092646204522,-0.9180289847217878
8480,44,8,10,1,1.2450161962929878,-0.9180289847217878
145,73,5,5,1,-0.6247280223636232,-0.9180289847217878
10816,16,3,5,1,-0.18937393773199776,-0.1929563338500001
10429,48,5,14,1,-0.19645276423644106,-0.1929563338500001
6474,5,5,1,1,-0.47000291604612215,-0.1929563338500001
10817,16,3,5,1,-0.17771951789304127,-0.1929563338500001
6102,5,5,1,5,-0.7138036496865751,-0.1929563338500001
9402,8,8,10,1,2.4965760728162727,-0.1929563338500001
266,80,9,13,1,-0.671337362241914,-0.9180289847217878
5043,73,5,6,47,-0.5656511635878507,-0.7730144545474303
9773,35,3,3,1,0.8943912032991139,-0.7730144545474303
4226,68,5,7,2,-0.566713484724675,-0.1929563338500001
3250,68,5,7,5,0.15171069297510664,-0.1929563338500001
3248,68,5,7,7,0.20925308788657557,-0.1929563338500001
10568,68,5,7,5,-0.5745737867988144,-0.1929563338500001
1695,16,3,5,23,-0.17585898045757295,-0.1929563338500001
56,38,4,13,1,-0.7763842009525125,-0.1929563338500001
10973,14,5,8,1,1.3601009861159254,-0.7730144545474303
10972,14,5,8,30,1.2961649917698495,-0.7730144545474303
10879,76,5,5,42,-0.5600350258444902,-0.7730144545474303
9002,73,5,6,5,-0.7497868273045466,-0.7730144545474303
10879,76,5,5,42,-0.5600350258444902,-0.33797086402435766
5986,9,11,18,47,-0.014011404369917461,-0.33797086402435766
3559,34,5,8,1,3.0226925830912488,-0.33797086402435766
8234,58,5,1,11,0.188077486559155,-0.33797086402435766
5577,73,5,5,47,-0.9446277740745634,-0.04794180367564255
5085,49,8,10,1,2.510948884345271,-0.04794180367564255
6281,68,5,6,47,-0.19528273553990866,-0.04794180367564255
11114,5,5,1,1,-0.17436287818987162,-0.04794180367564255
8243,5,5,1,47,0.5928690539630268,-0.04794180367564255
9776,77,4,16,1,2.3617648975377605,-0.04794180367564255
11113,5,5,1,47,-0.1793072617526375,-0.04794180367564255
9831,68,5,7,7,0.1845737940689903,-0.7730144545474303
2778,68,5,7,1,-0.17436287818987162,-0.7730144545474303
7597,16,3,3,5,0.2684833930487796,-0.7730144545474303
5425,38,4,5,1,-0.5735152908924168,-0.7730144545474303
3782,16,3,3,30,0.02128126450911358,-0.6279999243730727
10824,77,4,5,42,-0.22354509066822476,-0.6279999243730727
5309,16,3,3,11,-0.7037529113753714,0.24208725667307257
2204,60,4,12,1,-0.6347020374816088,0.24208725667307257
5493,73,5,6,29,-0.94159481034277,0.24208725667307257
6513,60,4,12,5,0.2713291260334917,0.24208725667307257
2201,60,4,12,24,-0.3278092646204522,0.24208725667307257
6102,5,5,1,5,-0.7138036496865751,0.24208725667307257
9289,60,4,12,1,0.9668946208875611,0.24208725667307257
4071,16,3,3,5,-0.48125565105103274,0.24208725667307257
5121,60,4,12,1,-0.3357257031931206,0.24208725667307257
9203,9,11,18,1,-0.2004487638830711,-0.7730144545474303
10806,9,11,18,47,-0.17436287818987162,-0.7730144545474303
8336,8,8,10,1,2.363256737405837,-0.6279999243730727
11159,68,5,14,25,-0.19724640451408568,-0.6279999243730727
1969,77,4,16,7,0.5928690539630268,-0.4829853941987152
6994,14,5,8,1,1.7437169521923725,-0.4829853941987152
10157,68,5,6,17,-0.22615103361019356,-0.4829853941987152
10670,4,5,2,17,0.9764850200394692,-0.4829853941987152
9110,64,9,18,23,-0.7881484239121893,-0.9180289847217878
8210,16,3,3,47,0.2859762811018657,-0.4829853941987152
7564,16,3,3,19,1.7437169521923725,-0.4829853941987152
1896,14,5,8,48,2.364272191433686,-0.4829853941987152
5429,5,5,1,6,-0.7255895125212602,-0.4829853941987152
8933,73,5,5,7,-0.5579788442663185,-0.6279999243730727
4204,49,8,10,1,2.472587287737624,0.24208725667307257
7184,77,4,16,1,-0.5579788442663185,0.24208725667307257
2651,49,8,10,1,0.13252989467128512,0.24208725667307257
9402,8,8,10,1,2.4965760728162727,0.24208725667307257
5457,77,4,16,29,0.5161458607477367,0.24208725667307257
1820,4,5,8,1,-0.17436287818987162,0.24208725667307257
3524,77,4,16,20,-0.25108607140516187,0.24208725667307257
4054,82,11,18,24,-0.8150015415375431,-0.9180289847217878
9673,77,4,16,47,0.5550886936676186,-0.9180289847217878
4214,16,3,3,1,-0.7881484239121893,-0.9180289847217878
4669,34,5,8,19,1.5079748458813882,-0.9180289847217878
2739,13,5,7,1,-0.7134711825159737,0.38710178684743013
6895,73,5,5,42,-1.1729807332957114,0.38710178684743013
2804,5,5,1,47,-0.12159437085624808,0.38710178684743013
1256,77,4,17,2,0.13252989467128512,0.38710178684743013
3569,68,5,7,6,-0.40453245783574243,0.38710178684743013
2141,18,0,0,24,-1.0183180035580603,0.38710178684743013
662,77,4,17,20,-0.013244172437763288,0.38710178684743013
4672,69,10,15,16,0.05580670145599939,0.38710178684743013
828,73,5,6,16,-0.7114252306969036,0.38710178684743013
2066,68,5,7,16,-0.48125565105103274,0.38710178684743013
10889,9,11,18,1,-0.5655177319474773,-0.4829853941987152
10322,9,11,18,1,-0.23190527310134038,-0.4829853941987152
6997,34,5,8,1,1.5941067254225536,-0.4829853941987152
4078,4,5,2,1,1.7437169521923725,-0.04794180367564255
11163,68,5,14,6,-0.566197500172502,-0.04794180367564255
626,77,4,17,5,0.8557454467165941,-0.04794180367564255
10902,68,5,6,5,-0.5669407661972112,-0.04794180367564255
11160,68,5,14,7,-0.5632488026088038,-0.04794180367564255
1478,68,5,7,11,0.19092172493620851,-0.04794180367564255
3816,77,4,16,2,0.12788000417339057,-0.6279999243730727
10567,68,5,7,1,-0.5691629231699203,-0.6279999243730727
9362,77,4,16,12,0.8757858289444034,-0.6279999243730727
2591,77,4,17,20,-0.7705020894726717,-0.7730144545474303
2592,77,4,17,1,-0.5963404408739659,-0.7730144545474303
6916,34,5,8,1,1.3025585912044566,-0.9180289847217878
8216,60,4,12,1,0.2003531974735985,-0.9180289847217878
2423,9,11,18,1,-0.8412644807535473,-0.9180289847217878
10668,60,4,12,19,-0.1948223963806181,-0.7730144545474303
5131,82,11,18,40,-0.5579788442663185,-0.7730144545474303
1242,64,9,13,5,-1.0183180035580603,0.09707272649871501
4090,77,4,16,5,-1.0183180035580603,0.09707272649871501
3443,34,5,8,5,-0.7114252306968992,0.09707272649871501
51,61,12,18,5,-0.5579788442663185,0.09707272649871501
2915,77,4,17,5,-0.40453245783574243,0.09707272649871501
1236,64,9,13,5,-0.8648716171274797,0.09707272649871501
1243,64,9,13,37,-0.94159481034277,0.09707272649871501
2707,77,4,17,5,-0.5656511635878507,0.09707272649871501
6866,16,3,3,1,1.250247323103121,-0.6279999243730727
11444,76,5,6,47,0.1713390432393497,-0.6279999243730727
7651,5,5,1,1,0.18132584555620881,-0.6279999243730727
10041,8,8,10,13,0.9189426251280051,-0.7730144545474303
2242,77,4,16,1,0.14585082010199793,-0.7730144545474303
8835,63,8,10,0,0.976485020039474,-0.4829853941987152
2015,34,5,8,0,3.0480112368522985,-0.4829853941987152
10926,77,4,14,11,0.5268367975072409,-0.9180289847217878
1377,68,5,7,11,0.20925308788657557,-0.9180289847217878
9893,4,5,8,7,1.7437169521923725,-0.7730144545474303
3536,4,5,2,11,0.949926991618795,-0.7730144545474303
9831,68,5,7,7,0.1845737940689903,-0.04794180367564255
959,38,4,5,1,-0.19354367649369753,-0.04794180367564255
11294,5,5,1,19,0.16837058635899813,-0.04794180367564255
11286,5,5,1,47,0.18863877728846537,-0.04794180367564255
9832,68,5,7,9,0.19194033254799128,-0.04794180367564255
10505,14,5,8,1,3.0928943048832425,-0.04794180367564255
11285,5,5,1,1,0.1941276583669877,-0.04794180367564255
5945,3,10,15,28,-1.1037876407998959,-0.1929563338500001
2297,82,11,18,1,-0.5835532420047517,-0.1929563338500001
1429,38,4,6,1,-0.4160409368180362,-0.1929563338500001
7397,82,11,18,27,-0.7150695823746267,-0.1929563338500001
5942,70,10,15,28,-1.0950411967733507,-0.1929563338500001
8652,55,8,10,47,-0.7881484239121893,-0.7730144545474303
4240,55,8,10,1,-0.6361667529884489,-0.7730144545474303
10434,13,5,7,19,-0.5660052706334603,-0.33797086402435766
10432,13,5,7,17,-0.5835532420047517,-0.33797086402435766
9830,68,5,7,17,0.17998461047481687,-0.33797086402435766
4705,68,5,18,5,-0.573011794936943,-0.33797086402435766
3143,77,4,16,5,-0.5067980807922868,-0.9180289847217878
3143,77,4,16,5,-0.5067980807922868,-0.04794180367564255
3908,68,5,7,47,-0.1339187949092428,-0.04794180367564255
108,63,8,10,1,-0.94159481034277,-0.04794180367564255
4680,73,5,6,22,-0.94159481034277,-0.04794180367564255
4105,63,8,10,19,0.05580670145599939,-0.04794180367564255
5900,16,3,3,47,-0.013244172437763288,-0.9180289847217878
6235,73,5,6,1,-0.3278092646204522,-0.7730144545474303
6237,73,5,6,1,-0.3278092646204522,-0.7730144545474303
5869,76,5,6,1,-0.5716794144833364,-0.7730144545474303
8497,6,5,3,1,0.8566050306405818,-0.7730144545474303
4246,35,3,3,1,-0.5579788442663185,-0.9180289847217878
3876,77,4,16,5,-0.19417013192453497,-0.1929563338500001
11335,4,5,14,1,0.195157941247307,-0.1929563338500001
10934,5,5,1,47,0.19306449411814794,-0.1929563338500001
11681,5,5,19,1,-0.17760230190340864,-0.7730144545474303
9431,5,5,1,19,0.19135100946967448,-0.7730144545474303
185,68,5,7,1,0.17038000332416173,-0.7730144545474303
7306,5,5,1,1,-0.017421324068375182,-0.7730144545474303
2198,68,5,7,7,0.976485020039474,-0.7730144545474303
116,25,0,0,1,-1.174321829762482,-0.7730144545474303
763,77,4,17,1,1.7437169521923725,-0.33797086402435766
7133,9,11,18,23,-0.18395327734178457,-0.33797086402435766
6008,77,4,17,2,0.9189426251280051,-0.33797086402435766
10902,68,5,6,5,-0.5669407661972112,-0.33797086402435766
10279,68,5,6,1,-0.8060505023290904,-0.7730144545474303
2155,60,4,12,30,-0.40453245783574243,-0.7730144545474303
1557,38,4,5,1,-0.19669336547832325,0.38710178684743013
7402,60,4,12,1,0.19637166755200552,0.38710178684743013
10551,13,5,20,19,0.15784854843233498,0.38710178684743013
10791,51,7,18,24,-0.9434580878922885,0.38710178684743013
11405,76,5,14,1,-0.18361151039018925,0.38710178684743013
11163,68,5,14,6,-0.566197500172502,0.38710178684743013
3821,77,4,16,1,0.13572835506376582,0.38710178684743013
5209,60,4,12,1,-0.6347020374816132,-0.1929563338500001
8106,60,4,12,20,-0.25108607140516187,-0.1929563338500001
1823,77,4,17,5,0.17904333055805208,-0.1929563338500001
2257,60,4,17,20,0.5765148996197668,-0.1929563338500001
855,77,4,16,7,0.49696506244391075,-0.1929563338500001
854,77,4,16,2,0.4010610709247988,-0.1929563338500001
11209,14,5,8,40,3.9281541350203617,-0.7730144545474303
4272,77,4,17,2,0.8195512157354725,-0.7730144545474303
9650,16,3,5,29,-0.94159481034277,0.24208725667307257
9716,16,3,5,29,-0.6347020374816088,0.24208725667307257
7283,16,3,5,15,-0.7114252306968992,0.24208725667307257
109,16,3,5,11,-0.7881484239121893,0.24208725667307257
7477,77,4,16,47,-0.5579788442663185,0.24208725667307257
4316,30,0,0,1,-0.5675692434182316,0.24208725667307257
136,16,3,5,1,-0.6475531723451723,0.24208725667307257
7745,5,5,1,47,-0.5579788442663185,-0.7730144545474303
1540,58,5,1,47,-0.25108607140516187,-0.7730144545474303
7250,38,4,6,1,0.11718525602822992,-0.4829853941987152
6228,64,9,0,47,-0.7114252306968992,-0.4829853941987152
7247,38,4,6,5,0.20925308788657557,-0.4829853941987152
3476,73,5,6,1,-0.17436287818987162,-0.4829853941987152
8100,9,11,18,47,-0.17436287818987162,-0.6279999243730727
11724,73,5,5,47,-0.9509038911195619,-0.6279999243730727
9450,68,5,6,47,-0.17436287818987162,0.6771308471961452
6864,16,3,3,47,1.315345790073671,0.6771308471961452
10618,68,5,6,47,0.20439395231627203,0.6771308471961452
943,33,5,5,40,0.14843252017409006,0.6771308471961452
10741,16,3,3,1,0.9704279258382639,0.6771308471961452
6918,60,4,12,28,-0.11237053807191871,0.24208725667307257
4340,16,3,3,1,-0.09763968497458572,0.24208725667307257
2905,38,4,16,1,0.2859762811018657,0.24208725667307257
7829,60,4,12,5,0.5161458607477367,0.24208725667307257
4522,70,10,15,1,-0.6583247048663182,0.24208725667307257
8851,76,5,6,47,-1.0210992193121144,0.24208725667307257
7828,60,4,12,7,0.5161458607477367,0.24208725667307257
77,69,10,15,47,0.03833086300140235,0.24208725667307257
5460,68,5,7,40,-0.4087173592838492,0.24208725667307257
4846,18,0,0,43,-0.7881484239121893,-0.9180289847217878
6258,80,9,13,24,-0.3278092646204522,-0.7730144545474303
8611,62,8,10,19,-0.8648716171274797,-0.7730144545474303
4108,77,4,16,1,-0.5774665353430034,0.24208725667307257
1882,76,5,6,29,-1.0204278913714842,0.24208725667307257
10817,16,3,5,1,-0.17771951789304127,0.24208725667307257
228,16,3,5,17,-0.5786941064344482,0.24208725667307257
6951,73,5,6,7,-1.104759467913953,0.24208725667307257
4110,77,4,16,5,0.16743894758424355,0.24208725667307257
6895,73,5,5,42,-1.1729807332957114,0.24208725667307257
7164,5,5,1,47,-0.5694283054076817,0.24208725667307257
7293,77,4,16,2,0.03238055312759687,0.24208725667307257
9815,68,5,7,17,0.5512193205032957,-0.9180289847217878
10667,60,4,12,1,-0.19173842488862872,-0.6279999243730727
9885,21,8,10,1,0.976485020039474,-0.6279999243730727
8759,58,5,1,47,0.15247792490726064,-0.9180289847217878
11160,68,5,14,7,-0.5632488026088038,-0.4829853941987152
11162,68,5,14,40,-0.5624882890920345,-0.4829853941987152
11163,68,5,14,6,-0.566197500172502,-0.4829853941987152
11161,68,5,14,17,-0.5664236867747052,-0.4829853941987152
2376,49,8,10,22,0.2859762811018657,-0.7730144545474303
2810,49,8,10,1,0.14491521014746686,-0.7730144545474303
5460,68,5,7,40,-0.4087173592838492,-0.1929563338500001
10182,77,4,7,7,0.20925308788657557,-0.1929563338500001
10183,68,5,7,7,0.5449170582034665,-0.1929563338500001
2834,32,8,10,1,-0.5097528371024284,-0.1929563338500001
11237,68,5,7,1,0.19933387504945235,-0.1929563338500001
4927,32,8,10,40,0.20925308788657557,-0.1929563338500001
7937,68,5,7,19,0.15384189278664392,-0.7730144545474303
10693,16,3,3,1,0.1915477356061227,-0.7730144545474303
2783,68,5,5,5,-1.0183180035580603,0.38710178684743013
10214,77,4,20,2,-0.6347020374816088,0.38710178684743013
431,73,5,5,7,-1.0490072808441755,0.38710178684743013
3292,6,5,6,0,-0.7728037852691295,0.38710178684743013
742,6,5,6,47,-0.7766399449298957,0.38710178684743013
4325,5,5,20,5,-0.9454309700035362,0.38710178684743013
743,6,5,6,5,-0.8316249000675234,0.38710178684743013
10479,68,5,6,17,-0.4922161072246444,0.38710178684743013
911,77,4,20,2,-0.4436612863755395,0.38710178684743013
10215,77,4,20,1,-0.6730636340892562,0.38710178684743013
6490,76,5,3,29,-0.04904832927156513,0.38710178684743013
2212,77,4,17,5,-0.227451585300065,0.38710178684743013
6489,76,5,3,1,-0.17436287818987162,0.38710178684743013
2214,77,4,17,2,-0.43927710390609576,0.38710178684743013
8742,76,5,6,29,-0.7114252306969036,0.38710178684743013
610,77,4,17,2,0.14787453331434064,0.38710178684743013
9500,5,5,3,15,0.5161458607477367,0.38710178684743013
5170,82,11,18,1,-0.5579788442663185,-0.7730144545474303
998,82,11,18,1,-0.6645388348431118,-0.7730144545474303
1961,77,4,16,22,-0.2654077341386844,-0.7730144545474303
3652,73,5,5,24,-0.7114252306968992,-0.7730144545474303
3781,33,5,5,1,-0.6347020374816088,-0.7730144545474303
6454,70,10,15,1,-0.94159481034277,0.24208725667307257
423,70,10,15,47,-0.7114252306968992,0.24208725667307257
3440,70,10,15,1,-0.7114252306968992,0.24208725667307257
3438,3,10,15,1,-0.48125565105103274,0.24208725667307257
8989,86,5,6,1,-1.0950411967733507,0.24208725667307257
2972,3,10,15,1,-0.6456048070437852,0.24208725667307257
5497,3,10,15,47,-0.7881484239121893,0.24208725667307257
10057,77,4,17,5,0.1250110217361846,-0.9180289847217878
5742,31,0,0,1,-0.40453245783574243,-0.9180289847217878
6164,68,5,7,24,-0.5579788442663185,0.09707272649871501
6801,6,5,6,29,-0.7114252306968992,0.09707272649871501
9553,20,2,0,35,-1.0950411967733507,0.09707272649871501
7231,74,5,20,24,-0.40261437800536165,0.09707272649871501
6161,68,5,7,7,-0.5579788442663185,0.09707272649871501
8488,80,9,13,24,-0.5579788442663185,0.09707272649871501
1318,80,9,13,5,-0.721143501837506,0.09707272649871501
11597,68,5,6,1,1.3601009861159254,-0.6279999243730727
9360,14,5,8,7,5.739460854844661,-0.6279999243730727
10720,16,3,6,1,0.976485020039474,-0.6279999243730727
10204,58,5,1,11,-0.18000498378324298,-0.33797086402435766
5136,77,4,17,22,0.5698520959984393,-0.33797086402435766
1825,77,4,17,20,-0.2933568973813978,-0.33797086402435766
657,77,4,17,5,0.6104869724050556,-0.33797086402435766
9739,28,0,0,1,-0.8648716171274797,-0.04794180367564255
2512,34,5,8,32,5.999881293529703,-0.04794180367564255
9914,40,0,0,14,-0.5579788442663185,-0.04794180367564255
3921,53,0,0,12,-0.5579788442663185,-0.04794180367564255
4316,30,0,0,1,-0.5675692434182316,-0.04794180367564255
10778,34,5,8,1,3.2781808164981694,-0.04794180367564255
39,38,4,13,0,-1.0503499367254452,-0.6279999243730727
38,80,9,13,1,-1.0004761001946643,-0.6279999243730727
9471,63,8,10,24,0.5928690539630268,-0.9180289847217878
1632,13,5,6,1,1.3601009861159254,-0.33797086402435766
7627,86,5,6,27,-0.5643724437009302,-0.33797086402435766
9964,68,5,7,7,0.5928690539630268,-0.33797086402435766
1100,33,5,8,1,0.7846770370012504,-0.33797086402435766
7697,34,5,8,1,1.7437169521923725,-0.33797086402435766
633,77,4,17,5,2.233892908845613,-0.6279999243730727
631,77,4,17,7,2.276357625932518,-0.6279999243730727
617,77,4,17,1,2.2828529045160297,-0.6279999243730727
10108,70,10,15,11,-0.6237415813079972,-0.7730144545474303
2347,3,10,15,11,-0.5798997566135462,-0.7730144545474303
7138,82,11,18,1,-0.7114252306969036,-0.33797086402435766
7220,82,11,18,1,-0.7114252306969036,-0.33797086402435766
3723,73,5,5,1,-0.7184000664437452,-0.6279999243730727
694,18,0,0,1,-0.94159481034277,-0.6279999243730727
402,57,0,0,1,-0.7114252306968992,-0.6279999243730727
5383,49,8,10,1,-0.3278092646204522,-0.1929563338500001
5589,49,8,10,1,-0.042654729836957964,-0.1929563338500001
9484,44,8,10,1,1.3601009861159254,-0.1929563338500001
4219,49,8,10,19,0.2859762811018657,-0.1929563338500001
7237,32,8,10,1,-0.17436287818987162,-0.1929563338500001
5836,49,8,10,30,-0.17436287818987162,-0.1929563338500001
10660,76,5,6,19,-0.5792842848437976,-0.9180289847217878
11181,33,5,14,47,-0.5579788442663185,-0.6279999243730727
7479,68,5,6,5,-0.5620068119101231,-0.6279999243730727
8980,68,5,6,47,-0.5835532420047517,-0.4829853941987152
6965,38,4,6,7,0.11974269580207078,-0.4829853941987152
2769,77,4,17,1,0.679822006273686,-0.4829853941987152
8979,68,5,6,1,-0.5848319618916721,-0.4829853941987152
4208,16,3,7,40,0.9594705236617278,-0.7730144545474303
8431,0,0,0,1,0.20925308788657557,-0.7730144545474303
8737,16,3,3,1,0.20925308788657557,-0.7730144545474303
8738,16,3,3,19,0.1804818904308411,-0.7730144545474303
1600,58,5,1,1,-0.18961899007152905,-0.6279999243730727
1916,16,3,3,1,-0.6347020374816088,-0.6279999243730727
7908,16,3,5,11,-0.17436287818987162,-0.6279999243730727
9325,44,8,10,18,1.7437169521923725,-0.9180289847217878
7906,16,3,5,1,-0.17552907072674823,1.4022034980679328
11405,76,5,14,1,-0.18361151039018925,1.4022034980679328
11109,5,5,1,42,-0.1957357677284171,1.4022034980679328
2357,77,4,16,1,0.9716258844691704,1.4022034980679328
1557,38,4,5,1,-0.19669336547832325,1.4022034980679328
4063,1,8,10,1,1.7241525379224742,1.4022034980679328
9391,89,8,10,1,1.7371954807690713,1.4022034980679328
