article_id,item_popularity,item_avg,product_type_name,product_group_name,colour_group_name,garment_group_name
255396018,1,0.033881355932203386,Cardigan,Garment Upper body,Dark Red,Jersey Fancy
255396024,2,0.033881355932203386,Cardigan,Garment Upper body,Black,Jersey Fancy
257430027,23,0.009210022107590272,Vest top,Garment Upper body,Light Grey,"Under-, Nightwear"
257430030,19,0.011164139161462978,Vest top,Garment Upper body,Off White,"Under-, Nightwear"
257667061,14,0.006061743341404358,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
265069025,31,0.005095133952979771,T-shirt,Garment Upper body,Light Yellow,Jersey Basic
265071034,11,0.01153004622496148,T-shirt,Garment Upper body,Light Turquoise,Jersey Basic
266873009,408,0.007024177467597211,Socks,Socks & Tights,Light Beige,Socks and Tights
266875014,64,0.008273834745762714,Socks,Socks & Tights,Dark Blue,Socks and Tights
268305007,232,0.009765195791934543,Sunglasses,Accessories,Beige,Accessories
268450035,49,0.005423728813559321,Vest top,Garment Upper body,Dark Blue,Jersey Basic
268450036,20,0.01040677966101695,Vest top,Garment Upper body,Blue,Jersey Basic
269342026,75,0.030157740112994342,Top,Garment Upper body,Grey,Jersey Fancy
270381007,629,0.012516666217563529,Sunglasses,Accessories,Pink,Accessories
270382001,574,0.010984054804228436,Sunglasses,Accessories,Yellowish Brown,Accessories
272591028,3,0.011847457627118646,Dress,Garment Full body,Greenish Khaki,Jersey Basic
277738011,20,0.020860169491525422,Jumpsuit/Playsuit,Garment Full body,Dark Blue,Jersey Basic
278038005,109,0.007867672212719638,Leggings/Tights,Garment Lower body,Black,Jersey Basic
278811011,975,0.03280888309430697,Underwear bottom,Underwear,Beige,"Under-, Nightwear"
287645029,21,0.007633575464083937,Underwear Tights,Socks & Tights,Black,Socks and Tights
288825019,8,0.025366525423728813,Underwear Tights,Socks & Tights,Dark Grey,Socks and Tights
288859018,11,0.02380123266563944,Underwear Tights,Socks & Tights,Grey,Socks and Tights
289597022,43,0.009134804887662594,Umbrella,Accessories,Dark Blue,Accessories
290519008,75,0.013899209039548017,Cardigan,Garment Upper body,Dark Grey,Jersey Basic
290519019,15,0.015529943502824857,Cardigan,Garment Upper body,Red,Jersey Basic
290519024,12,0.015583333333333333,Cardigan,Garment Upper body,Dark Blue,Jersey Basic
291333021,15,0.021126553672316382,Underwear Tights,Socks & Tights,Off White,Socks and Tights
291338012,30,0.017519774011299435,Underwear Tights,Socks & Tights,Light Pink,Socks and Tights
292453013,49,0.007777239709443098,Earring,Accessories,Gold,Accessories
292453034,51,0.0082658690594882,Earring,Accessories,Light Yellow,Accessories
293433022,19,0.01546030330062444,Underwear Tights,Socks & Tights,Pink,Socks and Tights
293433049,3,0.015395480225988698,Underwear Tights,Socks & Tights,Light Pink,Socks and Tights
296366006,544,0.004628177966101693,Hair/alice band,Accessories,Off White,Accessories
296476008,13,0.01794263363754889,Robe,Underwear,Dark Grey,"Under-, Nightwear"
296476022,10,0.03218644067796609,Robe,Underwear,Light Pink,"Under-, Nightwear"
297078008,23,0.016965364775239498,Leggings/Tights,Garment Lower body,Beige,Socks and Tights
297791002,19,0.011566458519179304,Socks,Socks & Tights,Black,Socks and Tights
300024045,439,0.04743708737114393,Trousers,Garment Lower body,White,Trousers
300024047,187,0.04602193419740773,Trousers,Garment Lower body,Blue,Trousers
300908002,141,0.05755811996634213,Jacket,Garment Upper body,Black,Outdoor
300908009,4,0.05252542372881356,Jacket,Garment Upper body,Black,Outdoor
301213011,13,0.012709256844850064,Bra,Underwear,Light Pink,"Under-, Nightwear"
301213013,208,0.021222865058670142,Bra,Underwear,Black,"Under-, Nightwear"
301227002,4219,0.023974734956070363,Socks,Socks & Tights,Black,Socks and Tights
301227017,644,0.023976181703337172,Socks,Socks & Tights,Black,Socks and Tights
301687013,3,0.004745762711864407,Underwear Tights,Socks & Tights,Black,Socks and Tights
302311024,9,0.0161939736346516,Sweater,Garment Upper body,Dark Red,Knitwear
304778010,362,0.012533945125948128,Socks,Socks & Tights,Dark Red,Socks and Tights
305775032,44,0.012349768875192603,Underwear Tights,Socks & Tights,Dark Blue,Socks and Tights
306307019,2,0.0015677966101694915,T-shirt,Garment Upper body,Light Pink,Jersey Basic
306307076,298,0.005202309179843022,T-shirt,Garment Upper body,White,Jersey Basic
306847007,96,0.01397510593220339,Leggings/Tights,Garment Lower body,Dark Grey,Jersey Basic
307239004,1895,0.024146317248781326,Underwear bottom,Underwear,Light Beige,"Under-, Nightwear"
308154005,39,0.009669274228596265,Bodysuit,Garment Upper body,White,Jersey Basic
309434011,13,0.028533246414602344,Robe,Underwear,Dark Blue,"Under-, Nightwear"
309864014,77,0.0161813779440898,Trousers,Garment Lower body,Dark Blue,Trousers Denim
310091014,1,0.01954237288135593,Pyjama jumpsuit/playsuit,Nightwear,Light Beige,"Under-, Nightwear"
310091017,7,0.022864406779661017,Pyjama jumpsuit/playsuit,Nightwear,Blue,"Under-, Nightwear"
310091018,20,0.02477203389830509,Pyjama jumpsuit/playsuit,Nightwear,Light Green,"Under-, Nightwear"
310091025,9,0.037967984934086624,Pyjama jumpsuit/playsuit,Nightwear,Light Red,"Under-, Nightwear"
310091042,9,0.03969303201506591,Pyjama jumpsuit/playsuit,Nightwear,Light Pink,"Under-, Nightwear"
311059028,14,0.014801452784503634,Sweater,Garment Upper body,Dark Blue,Jersey Basic
312878001,2655,0.10404934725015165,Coat,Garment Upper body,Black,Outdoor
315352006,91,0.01124753212888806,Dress,Garment Full body,Black,Jersey Basic
315497001,224,0.009466253026634385,Hat/beanie,Accessories,Black,Accessories
315497018,124,0.008919764898851833,Hat/beanie,Accessories,Black,Accessories
315795005,66,0.015949152542372884,Other accessories,Accessories,Grey,Accessories
315987004,224,0.004552814769975786,Hat/beanie,Accessories,Off White,Accessories
316441015,2,0.015237288135593219,Top,Garment Upper body,Black,Jersey Basic
316441024,3138,0.013641583217206269,Top,Garment Upper body,Black,Jersey Basic
318035015,1,0.00811864406779661,Umbrella,Accessories,Light Pink,Accessories
318951020,104,0.005261571056062581,T-shirt,Garment Upper body,Light Grey,Jersey Basic
318951025,31,0.006941498086386002,T-shirt,Garment Upper body,Dark Grey,Jersey Basic
318951026,139,0.005078770881599806,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
322017015,1,0.005067796610169492,Umbrella,Accessories,Light Orange,Accessories
322017029,549,0.012192615232626353,Umbrella,Accessories,Light Orange,Accessories
322017038,86,0.013020102483247935,Umbrella,Accessories,Black,Accessories
324502008,796,0.008430691593561024,Hat/beanie,Accessories,Light Pink,Accessories
324502019,323,0.009782074828147132,Hat/beanie,Accessories,Dark Grey,Accessories
324963040,170,0.011576869391824528,Other accessories,Accessories,Yellowish Brown,Accessories
325087036,6,0.013542372881355931,Bra,Underwear,Dark Grey,"Under-, Nightwear"
326885027,44,0.00855392912172573,Trousers,Garment Lower body,Blue,Jersey Basic
326885032,12,0.011480225988700563,Trousers,Garment Lower body,Greenish Khaki,Jersey Basic
326885049,3,0.0121864406779661,Trousers,Garment Lower body,Orange,Jersey Basic
326885051,13,0.01178617992177314,Trousers,Garment Lower body,Yellowish Brown,Jersey Basic
326885054,1,0.01083050847457627,Trousers,Garment Lower body,Green,Jersey Basic
327144031,37,0.01365368758589098,Underwear Tights,Socks & Tights,Light Grey,Socks and Tights
327144032,37,0.019395327530920752,Underwear Tights,Socks & Tights,Dark Blue,Socks and Tights
327144033,35,0.01709685230024213,Underwear Tights,Socks & Tights,Dark Blue,Socks and Tights
327310001,687,0.01573463597562479,Skirt,Garment Lower body,Light Grey,Skirts
327310015,88,0.008259244992295836,Skirt,Garment Lower body,Light Pink,Skirts
327310016,61,0.009677966101694914,Skirt,Garment Lower body,Dark Pink,Skirts
327821005,17,0.01603688933200399,Leggings/Tights,Garment Lower body,Dark Blue,Jersey Basic
327821030,40,0.015338983050847448,Leggings/Tights,Garment Lower body,Dark Blue,Jersey Basic
331062008,3,0.007062146892655367,Pyjama jumpsuit/playsuit,Nightwear,White,"Under-, Nightwear"
331474022,50,0.018176610169491528,Trousers,Garment Lower body,Dark Grey,Jersey Basic
331474024,12,0.017306497175141246,Trousers,Garment Lower body,Grey,Jersey Basic
336125002,3,0.018627118644067797,Scarf,Accessories,Black,Accessories
341186001,1152,0.01086378884180791,Underwear Tights,Socks & Tights,Beige,Socks and Tights
341242012,223,0.032360796534164314,Tailored Waistcoat,Garment Upper body,Dark Blue,Dressed
341242026,47,0.0322084385142445,Tailored Waistcoat,Garment Upper body,Black,Dressed
341909036,18,0.011037664783427496,Vest top,Garment Upper body,Light Green,"Under-, Nightwear"
341909049,21,0.00815092816787732,Vest top,Garment Upper body,Light Pink,"Under-, Nightwear"
344534010,46,0.021298820928518793,Top,Garment Upper body,Grey,Jersey Fancy
344625009,1,0.000423728813559322,Hat/brim,Accessories,Light Blue,Accessories
344956009,6,0.004929378531073446,Other accessories,Accessories,Light Pink,Accessories
345830036,22,0.01343297380585516,Bodysuit,Garment Upper body,White,Jersey Basic
345922011,38,0.011004014272970562,Scarf,Accessories,Dark Blue,Accessories
346539021,133,0.009661526698101185,Socks,Socks & Tights,Light Pink,Socks and Tights
348330042,25,0.012776949152542372,Bodysuit,Garment Upper body,Light Blue,Jersey Basic
348870006,1,0.011847457627118646,T-shirt,Garment Upper body,Greenish Khaki,Jersey Basic
348870008,379,0.00818111891239211,T-shirt,Garment Upper body,Greenish Khaki,Jersey Basic
349080001,1216,0.013914055530776097,Underwear Tights,Socks & Tights,Black,Socks and Tights
350135018,59,0.013045963803504743,Trousers,Garment Lower body,Black,Jersey Basic
350911009,36,0.013911958568738232,Tie,Accessories,Red,Accessories
351462009,136,0.012123255234297107,Bikini top,Swimwear,Red,Swimwear
352811039,42,0.021908797417271995,Trousers,Garment Lower body,Light Pink,Trousers
354246018,4,0.009771186440677967,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
354246021,21,0.009404358353510897,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
355072002,6586,0.006042586482883546,Vest top,Garment Upper body,White,Jersey Basic
355307052,2,0.002813559322033898,Vest top,Garment Upper body,Dark Blue,Jersey Basic
355569004,353,0.006257166178518268,Vest top,Garment Upper body,Dark Blue,Jersey Basic
356289065,201,0.011671979087612784,Skirt,Garment Lower body,Silver,Skirts
358483006,58,0.020247808299240208,Sweater,Garment Upper body,Beige,Knitwear
358483007,312,0.019047805302042586,Sweater,Garment Upper body,Greenish Khaki,Knitwear
358753001,1447,0.007210441240204749,Necklace,Accessories,Gold,Accessories
359043007,49,0.007084053960567278,Shorts,Garment Lower body,Dark Blue,Jersey Basic
360950007,381,0.010628720138796212,Sunglasses,Accessories,Black,Accessories
362997008,1,0.00676271186440678,Vest top,Garment Upper body,Dark Blue,Jersey Fancy
362997009,2,0.01566101694915254,Vest top,Garment Upper body,Turquoise,Jersey Fancy
362997010,51,0.013128946493851778,Vest top,Garment Upper body,Pink,Jersey Fancy
366686005,510,0.013463974742439353,T-shirt,Garment Upper body,White,Jersey Fancy
366686022,23,0.020874723655121594,T-shirt,Garment Upper body,Light Pink,Jersey Fancy
366859023,54,0.02555618330194601,Shorts,Garment Lower body,Black,Shorts
368038004,465,0.003341716785128485,Hair clip,Accessories,Black,Accessories
368300011,4,0.010809322033898306,Shorts,Garment Lower body,Greenish Khaki,Shorts
368603022,5,0.011847457627118646,Pyjama set,Nightwear,Dark Pink,"Under-, Nightwear"
370594006,466,0.007075180039281301,Sunglasses,Accessories,Light Orange,Accessories
372860001,31718,0.012958061027208957,Socks,Socks & Tights,Black,Socks and Tights
372860069,3213,0.00822738662319914,Socks,Socks & Tights,Light Blue,Socks and Tights
373506001,4650,0.012680510297065767,Socks,Socks & Tights,Black,Socks and Tights
373506018,97,0.00758675519832256,Socks,Socks & Tights,White,Socks and Tights
375248009,142,0.01696490809262354,Leggings/Tights,Garment Lower body,White,Jersey Basic
375248024,42,0.017406376109765944,Leggings/Tights,Garment Lower body,Black,Jersey Basic
375917006,188,0.024348809953119346,Felt hat,Accessories,Dark Beige,Accessories
375917007,5,0.024691525423728815,Felt hat,Accessories,Dark Grey,Accessories
377277020,7,0.004607748184019371,Vest top,Garment Upper body,Pink,Jersey Basic
377277024,35,0.005852300242130751,Vest top,Garment Upper body,Black,Jersey Basic
377277027,10,0.0023016949152542374,Vest top,Garment Upper body,Dark Green,Jersey Basic
377277035,407,0.005460958647399332,Vest top,Garment Upper body,Yellow,Jersey Basic
378135026,1,0.031203389830508476,Sweater,Garment Upper body,Dark Turquoise,Knitwear
378447050,51,0.06397740112994352,Sweater,Garment Upper body,Dark Green,Knitwear
378447055,69,0.06451952837140754,Sweater,Garment Upper body,Light Beige,Knitwear
379360034,25,0.013602033898305084,Leggings/Tights,Garment Lower body,Light Pink,Jersey Basic
379360052,1,0.016932203389830508,Leggings/Tights,Garment Lower body,Light Pink,Jersey Basic
379780039,230,0.008701915991156967,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
381038033,113,0.011449077546122692,Hoodie,Garment Upper body,Greenish Khaki,Jersey Basic
384482002,72,0.060985404896421874,Trousers,Garment Lower body,Dark Beige,Trousers
384654011,1,0.013542372881355931,Dress,Garment Full body,Beige,Jersey Fancy
386681013,1,0.013542372881355931,Bag,Accessories,Light Pink,Accessories
386695004,49,0.04829609131788308,Bag,Accessories,Light Grey,Accessories
386859019,1,0.010067796610169492,T-shirt,Garment Upper body,Dark Blue,Knitwear
387348018,15,0.021415819209039552,Vest top,Garment Upper body,Dark Blue,Jersey Fancy
387843035,13,0.01948761408083442,Hoodie,Garment Upper body,Dark Grey,Jersey Basic
389479007,8,0.01221822033898305,Night gown,Nightwear,White,"Under-, Nightwear"
390469005,25,0.020837966101694912,Bra,Underwear,Blue,"Under-, Nightwear"
390512011,15,0.0049830508474576285,Hat/beanie,Accessories,Light Pink,Accessories
391032007,10,0.01042372881355932,Cap/peaked,Accessories,Light Grey,Accessories
391032011,5,0.01659322033898305,Cap/peaked,Accessories,Yellowish Brown,Accessories
392126003,1,0.03389830508474576,Bag,Accessories,Yellowish Brown,Accessories
392168001,11,0.00522342064714946,Shorts,Garment Lower body,Black,Shorts
392269009,1,0.011847457627118646,Vest top,Garment Upper body,Dark Green,Jersey Fancy
392269012,117,0.011520498334057654,Vest top,Garment Upper body,Dark Red,Jersey Fancy
392938024,92,0.03191470154753132,Shirt,Garment Upper body,Blue,Shirts
393772011,53,0.028069715382155417,Trousers,Garment Lower body,Beige,Trousers
394292008,34,0.004445164506480559,Sunglasses,Accessories,Black,Accessories
394803011,213,0.014318930532346622,Vest top,Garment Upper body,Red,Jersey Fancy
395127001,1949,0.04026746441025816,Shirt,Garment Upper body,White,Shirts
395127006,1021,0.04000194226331776,Shirt,Garment Upper body,Black,Shirts
395127012,755,0.04037537321809405,Shirt,Garment Upper body,Dark Red,Shirts
395619012,3,0.00540677966101695,Trousers,Garment Lower body,Dark Turquoise,Trousers
395658025,11,0.00966718027734977,Trousers,Garment Lower body,Other Red,Jersey Basic
395658042,3,0.016932203389830508,Trousers,Garment Lower body,Light Grey,Jersey Basic
395658051,1,0.016932203389830508,Trousers,Garment Lower body,Light Turquoise,Jersey Basic
395730029,22,0.017280431432973805,Polo shirt,Garment Upper body,Light Pink,Jersey Basic
395730036,22,0.01631818181818182,Polo shirt,Garment Upper body,Light Turquoise,Jersey Basic
395864036,25,0.0065050847457627115,Underwear bottom,Underwear,Light Green,"Under-, Nightwear"
395864065,4,0.010152542372881357,Underwear bottom,Underwear,Other Pink,"Under-, Nightwear"
396135007,6414,0.015809740874041425,Shorts,Garment Lower body,Black,Jersey Basic
396135023,1,0.011864406779661016,Shorts,Garment Lower body,Dark Blue,Jersey Basic
396135046,134,0.011428661775866428,Shorts,Garment Lower body,Green,Jersey Basic
398829007,768,0.006222236935028253,Shorts,Garment Lower body,White,Jersey Basic
398863005,79,0.022064149324179362,Shorts,Garment Lower body,Dark Blue,Shorts
398863007,15,0.01812994350282486,Shorts,Garment Lower body,Light Green,Shorts
398947001,1,0.0033728813559322033,Sunglasses,Accessories,Gold,Accessories
399036012,8,0.00625,Sweater,Garment Upper body,Light Pink,Knitwear
399061015,2126,0.05684568777205536,Jacket,Garment Upper body,Black,Outdoor
399061023,551,0.05591337783383061,Jacket,Garment Upper body,White,Outdoor
399087021,4349,0.03262433990280262,Trousers,Garment Lower body,Grey,Trousers Denim
399201024,3190,0.07266715371128,Trousers,Garment Lower body,Blue,Trousers Denim
399201045,458,0.08060802309229528,Trousers,Garment Lower body,Dark Blue,Trousers Denim
399223029,9961,0.03190914907120778,Trousers,Garment Lower body,Black,Trousers Denim
399223059,1512,0.03247080979284379,Trousers,Garment Lower body,Blue,Trousers Denim
399256009,471,0.00671704631328944,Trousers,Garment Lower body,Light Pink,Trousers Denim
399256019,2448,0.01634353190428717,Trousers,Garment Lower body,Grey,Trousers
399256030,2817,0.01554086869671432,Trousers,Garment Lower body,Dark Green,Trousers Denim
399256036,1062,0.016315953270133087,Trousers,Garment Lower body,Blue,Trousers Denim
399589022,1,0.018627118644067797,Sweater,Garment Upper body,Beige,Knitwear
400285020,235,0.062200576992426974,Trousers,Garment Lower body,Blue,Trousers Denim
401044037,372,0.039786632039365735,Dress,Garment Full body,White,Dresses Ladies
401044038,274,0.02731164171718421,Dress,Garment Full body,Dark Green,Dresses Ladies
401902007,34,0.03413858424725822,Jacket,Garment Upper body,Dark Blue,Jersey Fancy
402389010,94,0.033277677605481414,Hat/beanie,Accessories,Light Pink,Accessories
403448008,1297,0.011281196503012169,Vest top,Garment Upper body,Grey,Jersey Basic
403490012,321,0.014641586144991815,T-shirt,Garment Upper body,Dark Blue,Jersey Basic
403844001,51,0.029584247258225314,Trousers,Garment Lower body,Black,Jersey Fancy
404383012,13,0.04772099087353325,Hoodie,Garment Upper body,Black,Jersey Fancy
404864012,2,0.008457627118644067,Trousers,Garment Lower body,Light Pink,Jersey Basic
404864022,19,0.010143621766280106,Trousers,Garment Lower body,Green,Jersey Basic
405636009,3,0.00655367231638418,Top,Garment Upper body,Dark Blue,Jersey Basic
405636015,141,0.009636614977761753,Top,Garment Upper body,Greenish Khaki,Jersey Basic
405636041,17,0.012309072781655037,Top,Garment Upper body,Black,Jersey Basic
405887035,103,0.009200592397564588,Sweater,Garment Upper body,Grey,Jersey Basic
406724007,52,0.007709582790091266,Sunglasses,Accessories,Red,Accessories
406724016,140,0.011770702179176756,Sunglasses,Accessories,Silver,Accessories
406724028,17,0.0119531405782652,Sunglasses,Accessories,Light Blue,Accessories
407031005,1,0.001694915254237288,Blouse,Garment Upper body,Light Blue,Blouses
407806001,1,0.001677966101694915,Bracelet,Accessories,Gold,Accessories
408104001,668,0.03001461483812036,Shirt,Garment Upper body,White,Shirts
408104020,4,0.020322033898305086,Shirt,Garment Upper body,Greenish Khaki,Unknown
408647007,631,0.010381664831179981,Socks,Socks & Tights,Light Pink,Socks and Tights
408647009,1081,0.015010175763182244,Socks,Socks & Tights,Black,Socks and Tights
408649006,654,0.015203337998237736,Socks,Socks & Tights,White,Socks and Tights
408875002,919,0.009434481105106862,Vest top,Garment Upper body,Grey,Jersey Basic
408875011,2,0.003813559322033898,Vest top,Garment Upper body,Purple,Jersey Basic
408884001,2,0.009305084745762714,Bracelet,Accessories,Silver,Accessories
408884003,5,0.011372881355932205,Bracelet,Accessories,Black,Accessories
409731006,3,0.01523728813559322,T-shirt,Garment Upper body,Light Orange,Jersey Fancy
410291003,1,0.02542372881355932,Outdoor overall,Garment Full body,Light Grey,Outdoor
410424006,1,0.011847457627118646,Underwear bottom,Underwear,Dark Blue,"Under-, Nightwear"
410424012,1,0.001677966101694915,Underwear bottom,Underwear,White,"Under-, Nightwear"
411413023,231,0.01305026047398929,T-shirt,Garment Upper body,Red,Jersey Basic
411758029,94,0.03126559682654165,Trousers,Garment Lower body,Yellowish Brown,Trousers
411974005,1,0.05591525423728814,Sneakers,Shoes,Light Grey,Shoes
412370002,181,0.010951680868995221,Leggings/Tights,Garment Lower body,Grey,Socks and Tights
412579006,12,0.006101694915254237,Scarf,Accessories,Light Pink,Accessories
412664020,66,0.016159476117103232,Scarf,Accessories,Grey,Accessories
413029003,3,0.034446327683615816,Trousers,Garment Lower body,Black,Trousers Denim
413599003,3,0.018966101694915253,Bra,Underwear,Light Orange,"Under-, Nightwear"
413707014,165,0.024211607601438107,Leggings/Tights,Garment Lower body,Greenish Khaki,Trousers
413911001,172,0.014895841545132049,Sweater,Garment Upper body,Grey,Jersey Basic
413911013,112,0.014299485472154969,Sweater,Garment Upper body,Red,Jersey Basic
413911018,72,0.014750941619585687,Sweater,Garment Upper body,Light Blue,Jersey Basic
413911021,39,0.014870925684485004,Sweater,Garment Upper body,Turquoise,Jersey Basic
413965009,40,0.011627542372881355,Hat/beanie,Accessories,Dark Grey,Accessories
414577001,1229,0.02449986898539528,Shirt,Garment Upper body,Dark Grey,Blouses
416157003,592,0.030113977324782396,Trousers,Garment Lower body,Black,Trousers
416157028,2,0.015576271186440678,Trousers,Garment Lower body,Greenish Khaki,Trousers
416511021,11,0.025252696456086285,Trousers,Garment Lower body,Light Blue,Trousers
416961033,57,0.02611388641094261,Trousers,Garment Lower body,Red,Trousers
417427020,11,0.015001540832049309,Watch,Accessories,White,Accessories
417427035,120,0.027894350282485873,Watch,Accessories,Light Beige,Accessories
417427039,81,0.02422766269093953,Watch,Accessories,Light Beige,Accessories
417773006,12,0.04998305084745761,Coat,Garment Upper body,Light Pink,Outdoor
417773007,144,0.04951706685499055,Coat,Garment Upper body,Black,Outdoor
418545036,38,0.010944246208742195,Bodysuit,Garment Upper body,Dark Blue,Jersey Fancy
420264002,27,0.012008160703075955,Tie,Accessories,Dark Blue,Accessories
421387042,34,0.023240777666999005,T-shirt,Garment Upper body,Orange,Jersey Fancy
422106001,276,0.02209739621714565,Hoodie,Garment Upper body,Black,Jersey Basic
423900031,51,0.015460285809238949,Socks,Socks & Tights,Grey,Socks and Tights
423900047,9,0.016160075329566856,Socks,Socks & Tights,Light Turquoise,Socks and Tights
424470006,8,0.03917796610169491,Top,Garment Upper body,Black,Jersey Fancy
425242005,1032,0.03755441137826828,Pyjama set,Nightwear,White,"Under-, Nightwear"
425526003,70,0.009133414043583536,Blouse,Garment Upper body,Light Pink,Blouses
425639003,203,0.023721382650079302,Sweater,Garment Upper body,Light Pink,Jersey Fancy
425683014,9,0.005071563088512241,Cap/peaked,Accessories,Dark Blue,Jersey Fancy
426013023,1527,0.04648730755996584,Trousers,Garment Lower body,Blue,Trousers Denim
426013024,1141,0.035450348341478616,Trousers,Garment Lower body,Light Blue,Trousers Denim
426019007,1063,0.049335427396080815,Dungarees,Garment Full body,Light Blue,Trousers Denim
426019008,726,0.043159149273941266,Dungarees,Garment Full body,Blue,Trousers Denim
426199019,343,0.015542817611306025,Underwear bottom,Underwear,Dark Red,"Under-, Nightwear"
427114014,38,0.026470561998215875,Pyjama jumpsuit/playsuit,Nightwear,Dark Blue,"Under-, Nightwear"
